name,format,size,mtime,source
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018.epub,EPUB,40873,1753676492,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018.pdf,Text PDF,109641,1607347553,original
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_chocr.html.gz,chOCR,634382,1607487668,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_djvu.txt,DjVuTXT,48249,1753693516,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_djvu.xml,Djvu XML,782799,1753673951,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_hocr.html,hOCR,1636048,1615241543,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_hocr_pageindex.json.gz,OCR Page Index,353,1615248424,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_hocr_searchtext.txt.gz,OCR Search Text,13632,1615248152,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_jp2.zip,Single Page Processed JP2 ZIP,10693043,1607426767,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_lcp.epub,LCP Encrypted EPUB,43189,1753687009,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_page_numbers.json,Page Numbers JSON,4915,1753696232,derivative
9# Epstein and related persons lawsuits(Trump included - 7# Jane Doe vs Epstein 2018_scandata.xml,Scandata,10510,1753696232,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018.epub,EPUB,59796,1753675566,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018.pdf,Text PDF,427711,1607347566,original
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_chocr.html.gz,chOCR,896209,1607488215,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_djvu.txt,DjVuTXT,67844,1753693393,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_djvu.xml,Djvu XML,817851,1753674062,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_hocr.html,hOCR,1479187,1615241346,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_hocr_pageindex.json.gz,OCR Page Index,568,1615248559,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_hocr_searchtext.txt.gz,OCR Search Text,21974,1615248319,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_jp2.zip,Single Page Processed JP2 ZIP,17286965,1607426617,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_lcp.epub,LCP Encrypted EPUB,63398,1753687250,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_page_numbers.json,Page Numbers JSON,8307,1753696268,derivative
9# Epstein and related persons lawsuits(Trump included - 8# giuffre-v-maxwell 2018_scandata.xml,Scandata,17284,1753696268,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019.epub,EPUB,37580,1753676305,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019.pdf,Text PDF,867126,1607347579,original
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_chocr.html.gz,chOCR,569439,1607485468,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_djvu.txt,DjVuTXT,44071,1753693416,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_djvu.xml,Djvu XML,596852,1753674515,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_hocr.html,hOCR,1128023,1615241630,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_hocr_pageindex.json.gz,OCR Page Index,285,1615249310,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_hocr_searchtext.txt.gz,OCR Search Text,11151,1615249249,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_jp2.zip,Single Page Processed JP2 ZIP,10153465,1607426346,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_lcp.epub,LCP Encrypted EPUB,39706,1753687479,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_page_numbers.json,Page Numbers JSON,3937,1753696305,derivative
9# Epstein and related persons lawsuits(Trump included - 9# Araoz vs Epstein 2019_scandata.xml,Scandata,8386,1753696305,derivative
Epstein Tapes 2003 - (01) - Own Personality - [BLM3719761912].afpk,Columbia Peaks,4616,1565958414,derivative
Epstein Tapes 2003 - (01) - Own Personality - [BLM3719761912].mp3,VBR MP3,1098712,1565955654,original
Epstein Tapes 2003 - (01) - Own Personality - [BLM3719761912].ogg,Ogg Vorbis,397196,1565958279,derivative
Epstein Tapes 2003 - (01) - Own Personality - [BLM3719761912].png,PNG,24360,1565958334,derivative
Epstein Tapes 2003 - (01) - Own Personality - [BLM3719761912]_spectrogram.png,Spectrogram,214212,1565958373,derivative
Epstein Tapes 2003 - (02) - Time Warp - [BLM6153394266].afpk,Columbia Peaks,5176,1565958437,derivative
Epstein Tapes 2003 - (02) - Time Warp - [BLM6153394266].mp3,VBR MP3,673009,1565955664,original
Epstein Tapes 2003 - (02) - Time Warp - [BLM6153394266].ogg,Ogg Vorbis,337162,1565958265,derivative
Epstein Tapes 2003 - (02) - Time Warp - [BLM6153394266].png,PNG,23150,1565958328,derivative
Epstein Tapes 2003 - (02) - Time Warp - [BLM6153394266]_spectrogram.png,Spectrogram,215822,1565958370,derivative
Epstein Tapes 2003 - (03) - Dalton School - [BLM3072453327].afpk,Columbia Peaks,4208,1565958428,derivative
Epstein Tapes 2003 - (03) - Dalton School - [BLM3072453327].mp3,VBR MP3,1300374,1565955672,original
Epstein Tapes 2003 - (03) - Dalton School - [BLM3072453327].ogg,Ogg Vorbis,317227,1565958292,derivative
Epstein Tapes 2003 - (03) - Dalton School - [BLM3072453327].png,PNG,25355,1565958313,derivative
Epstein Tapes 2003 - (03) - Dalton School - [BLM3072453327]_spectrogram.png,Spectrogram,228208,1565958385,derivative
Epstein Tapes 2003 - (04) - Bear Stearns - [BLM4051426084].afpk,Columbia Peaks,3464,1565958419,derivative
Epstein Tapes 2003 - (04) - Bear Stearns - [BLM4051426084].mp3,VBR MP3,1079689,1565955679,original
Epstein Tapes 2003 - (04) - Bear Stearns - [BLM4051426084].ogg,Ogg Vorbis,273943,1565958285,derivative
Epstein Tapes 2003 - (04) - Bear Stearns - [BLM4051426084].png,PNG,26784,1565958306,derivative
Epstein Tapes 2003 - (04) - Bear Stearns - [BLM4051426084]_spectrogram.png,Spectrogram,232044,1565958389,derivative
Epstein Tapes 2003 - (05)- First Class - [BLM3232653663].afpk,Columbia Peaks,3000,1565958441,derivative
Epstein Tapes 2003 - (05)- First Class - [BLM3232653663].mp3,VBR MP3,985229,1565955693,original
Epstein Tapes 2003 - (05)- First Class - [BLM3232653663].ogg,Ogg Vorbis,243718,1565958272,derivative
Epstein Tapes 2003 - (05)- First Class - [BLM3232653663].png,PNG,24744,1565958339,derivative
Epstein Tapes 2003 - (05)- First Class - [BLM3232653663]_spectrogram.png,Spectrogram,231731,1565958381,derivative
Epstein Tapes 2003 - (06) - Puzzle Solver - [BLM1809168536].afpk,Columbia Peaks,6424,1565958405,derivative
Epstein Tapes 2003 - (06) - Puzzle Solver - [BLM1809168536].mp3,VBR MP3,1926477,1565955704,original
Epstein Tapes 2003 - (06) - Puzzle Solver - [BLM1809168536].ogg,Ogg Vorbis,489004,1565958261,derivative
Epstein Tapes 2003 - (06) - Puzzle Solver - [BLM1809168536].png,PNG,28503,1565958346,derivative
Epstein Tapes 2003 - (06) - Puzzle Solver - [BLM1809168536]_spectrogram.png,Spectrogram,235534,1565958392,derivative
Epstein Tapes 2003 - (07) - Selling Strategy - [BLM9718109315].afpk,Columbia Peaks,2600,1565958400,derivative
Epstein Tapes 2003 - (07) - Selling Strategy - [BLM9718109315].mp3,VBR MP3,835609,1565955710,original
Epstein Tapes 2003 - (07) - Selling Strategy - [BLM9718109315].ogg,Ogg Vorbis,205091,1565958269,derivative
Epstein Tapes 2003 - (07) - Selling Strategy - [BLM9718109315].png,PNG,22102,1565958368,derivative
Epstein Tapes 2003 - (07) - Selling Strategy - [BLM9718109315]_spectrogram.png,Spectrogram,231005,1565958387,derivative
Epstein Tapes 2003 - (08) - Security Concerns - [BLM3318396236].afpk,Columbia Peaks,2832,1565958410,derivative
Epstein Tapes 2003 - (08) - Security Concerns - [BLM3318396236].mp3,VBR MP3,1098090,1565955717,original
Epstein Tapes 2003 - (08) - Security Concerns - [BLM3318396236].ogg,Ogg Vorbis,281642,1565958275,derivative
Epstein Tapes 2003 - (08) - Security Concerns - [BLM3318396236].png,PNG,22037,1565958319,derivative
Epstein Tapes 2003 - (08) - Security Concerns - [BLM3318396236]_spectrogram.png,Spectrogram,225986,1565958375,derivative
Epstein Tapes 2003 - (09) - Making Money - [BLM5724170454].afpk,Columbia Peaks,2296,1565958423,derivative
Epstein Tapes 2003 - (09) - Making Money - [BLM5724170454].mp3,VBR MP3,385459,1565955720,original
Epstein Tapes 2003 - (09) - Making Money - [BLM5724170454].ogg,Ogg Vorbis,188272,1565958282,derivative
Epstein Tapes 2003 - (09) - Making Money - [BLM5724170454].png,PNG,22748,1565958359,derivative
Epstein Tapes 2003 - (09) - Making Money - [BLM5724170454]_spectrogram.png,Spectrogram,202724,1565958377,derivative
Epstein Tapes 2003 - (10) - JPMorgan Chase - [BLM8930110305].afpk,Columbia Peaks,1904,1565958432,derivative
Epstein Tapes 2003 - (10) - JPMorgan Chase - [BLM8930110305].mp3,VBR MP3,768747,1565955725,original
Epstein Tapes 2003 - (10) - JPMorgan Chase - [BLM8930110305].ogg,Ogg Vorbis,198802,1565958288,derivative
Epstein Tapes 2003 - (10) - JPMorgan Chase - [BLM8930110305].png,PNG,22421,1565958352,derivative
Epstein Tapes 2003 - (10) - JPMorgan Chase - [BLM8930110305]_spectrogram.png,Spectrogram,212230,1565958379,derivative
Epstein Tapes 2003 - (11) - Billion Dollars - [BLM9696215785].afpk,Columbia Peaks,1672,1565958395,derivative
Epstein Tapes 2003 - (11) - Billion Dollars - [BLM9696215785].mp3,VBR MP3,321517,1565955729,original
Epstein Tapes 2003 - (11) - Billion Dollars - [BLM9696215785].ogg,Ogg Vorbis,146972,1565958294,derivative
Epstein Tapes 2003 - (11) - Billion Dollars - [BLM9696215785].png,PNG,21538,1565958300,derivative
Epstein Tapes 2003 - (11) - Billion Dollars - [BLM9696215785]_spectrogram.png,Spectrogram,195521,1565958383,derivative
Epstein-Docs.epub,EPUB,2439941,1753674923,derivative
Epstein-Docs.pdf,Text PDF,387743485,1565692036,original
Epstein-Docs_chocr.html.gz,chOCR,43679547,1607392714,derivative
Epstein-Docs_djvu.txt,DjVuTXT,3202507,1753693389,derivative
Epstein-Docs_djvu.xml,Djvu XML,46382341,1753674013,derivative
Epstein-Docs_hocr.html,hOCR,91223865,1615241822,derivative
Epstein-Docs_hocr_pageindex.json.gz,OCR Page Index,24435,1615249148,derivative
Epstein-Docs_hocr_searchtext.txt.gz,OCR Search Text,1151378,1615249000,derivative
Epstein-Docs_jp2.zip,Single Page Processed JP2 ZIP,1554684685,1565706870,derivative
Epstein-Docs_lcp.epub,LCP Encrypted EPUB,2547727,1753687786,derivative
Epstein-Docs_page_numbers.json,Page Numbers JSON,347081,1753696388,derivative
Epstein-Docs_scandata.xml,Scandata,631318,1753696388,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted.epub,EPUB,145979,1753675895,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted.pdf,Text PDF,4673162,1565969411,original
Jeffrey_Epstein39s_Little_Black_Book_unredacted_chocr.html.gz,chOCR,2709941,1607427842,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_djvu.txt,DjVuTXT,176114,1753693458,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_djvu.xml,Djvu XML,3013047,1753673982,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_hocr.html,hOCR,6473439,1615241922,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_hocr_pageindex.json.gz,OCR Page Index,1135,1615249057,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_hocr_searchtext.txt.gz,OCR Search Text,92842,1615249033,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_jp2.zip,Single Page Processed JP2 ZIP,48371479,1565970695,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_lcp.epub,LCP Encrypted EPUB,151759,1753688086,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_page_numbers.json,Page Numbers JSON,16193,1753696436,derivative
Jeffrey_Epstein39s_Little_Black_Book_unredacted_scandata.xml,Scandata,28659,1753696436,derivative
__ia_thumb.jpg,Item Tile,16869,1770289411,original
epsteindocs_files.xml,Metadata,,,original
epsteindocs_meta.sqlite,Metadata,121856,1607871318,original
epsteindocs_meta.xml,Metadata,29778,1770289410,original
epsteindocs_reviews.xml,Metadata,913,1770289410,original
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf.epub,EPUB,7146,1753681345,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf.pdf,Text PDF,156916,1607348513,original
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_chocr.html.gz,chOCR,4461,1607489052,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_djvu.txt,DjVuTXT,387,1753692750,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_djvu.xml,Djvu XML,16058,1753673968,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_hocr.html,hOCR,62274,1615242003,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_hocr_pageindex.json.gz,OCR Page Index,56,1615248890,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_hocr_searchtext.txt.gz,OCR Search Text,33,1615247941,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_jp2.zip,Single Page Processed JP2 ZIP,380830,1607424645,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_lcp.epub,LCP Encrypted EPUB,7977,1753681581,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_page_numbers.json,Page Numbers JSON,484,1753697266,derivative
m3#Epstein Notes - 416214831-Jeff-Epstein-Notes-pdf_scandata.xml,Scandata,901,1753697266,derivative
